Time_ns,HB_GLP1_ECD
0.010000000029814058,0
0.11000000032795462,2
0.2100000006260952,1
0.3100000009242358,1
0.41000000122237634,0
0.5100000015205169,1
0.6100000018186574,1
0.7100000021167981,1
0.8100000024149386,1
0.9100000027130792,0
1.0100000030112197,1
1.1100000033093604,1
1.210000003607501,0
1.3100000039056414,1
1.4100000042037821,0
1.5100000045019226,0
1.6100000048000631,0
1.7100000050982036,2
1.8100000053963443,1
1.9100000056944848,1
2.0100000059926253,1
2.110000006290766,1
2.2100000065889067,0
2.3100000068870474,0
2.4100000071851877,0
2.5100000074833284,0
2.6100000077814687,0
2.7100000080796094,1
2.81000000837775,0
2.9100000086758904,0
3.010000008974031,1
3.110000009272172,1
3.210000009570312,0
3.3100000098684528,2
3.410000010166593,0
3.5100000104647338,0
3.6100000107628745,1
3.710000011061015,1
3.810000011359156,0
3.9100000116572966,0
4.010000011955437,0
4.110000012253577,0
4.210000012551718,0
4.310000012849859,1
4.410000013147999,0
4.51000001344614,0
4.610000013744281,0
4.7100000140424205,0
4.810000014340561,0
4.910000014638702,0
5.010000014936843,0
5.110000015234983,0
5.210000015533123,0
5.310000015831264,0
5.410000016129405,1
5.510000016427545,1
5.610000016725686,1
5.710000017023827,2
5.810000017321967,2
5.910000017620107,1
6.010000017918248,0
6.110000018216389,1
6.210000018514529,1
6.310000018812669,0
6.41000001911081,2
6.510000019408951,0
6.610000019707091,1
6.710000020005232,2
6.810000020303372,0
6.9100000206015135,0
7.010000020899654,0
7.110000021197795,1
7.210000021495936,0
7.310000021794076,0
7.410000022092216,0
7.510000022390357,0
7.610000022688498,0
7.710000022986638,0
7.810000023284779,0
7.910000023582919,0
8.01000002388106,1
8.1100000241792,0
8.21000002447734,0
8.310000024775482,0
8.410000025073622,0
8.510000025371763,0
8.610000025669903,0
8.710000025968045,0
8.810000026266183,0
8.910000026564324,0
9.010000026862466,0
9.110000027160606,0
9.210000027458747,0
9.310000027756887,1
9.410000028055029,0
9.510000028353168,0
9.61000002865131,0
9.71000002894945,1
9.810000029247592,0
9.91000002954573,0
10.010000029843871,0
10.110000030142011,0
10.210000030440153,0
10.310000030738292,0
10.410000031036434,0
10.510000031334574,0
10.610000031632715,0
10.710000031930855,1
10.810000032228997,0
10.910000032527135,0
11.010000032825277,0
11.110000033123416,0
11.210000033421558,0
11.310000033719698,0
11.41000003401784,0
11.51000003431598,0
11.61000003461412,0
11.71000003491226,0
11.810000035210402,1
11.910000035508542,1
12.010000035806682,1
12.110000036104822,0
12.210000036402963,0
12.310000036701103,0
12.410000036999245,0
12.510000037297385,0
12.610000037595526,1
12.710000037893666,1
12.810000038191808,1
12.910000038489947,0
13.010000038788089,0
13.110000039086227,1
13.210000039384369,0
13.31000003968251,0
13.41000003998065,1
13.510000040278792,0
13.610000040576931,0
13.710000040875073,0
13.810000041173213,1
13.910000041471354,0
14.010000041769494,0
14.110000042067636,0
14.210000042365774,0
14.310000042663916,1
14.410000042962055,2
14.510000043260197,2
14.610000043558337,1
14.710000043856478,1
14.810000044154618,1
14.91000004445276,1
15.0100000447509,1
15.110000045049041,1
15.210000045347181,0
15.310000045645321,0
15.41000004594346,1
15.510000046241602,0
15.610000046539742,0
15.710000046837884,0
15.810000047136024,1
15.910000047434165,0
16.010000047732305,0
16.110000048030447,2
16.210000048328585,1
16.310000048626726,1
16.410000048924868,1
16.510000049223006,2
16.61000004952115,1
16.71000004981929,1
16.81000005011743,1
16.91000005041557,0
17.01000005071371,0
17.110000051011852,1
17.21000005130999,1
17.31000005160813,0
17.410000051906273,0
17.510000052204415,0
17.610000052502553,0
17.710000052800698,1
17.810000053098836,1
17.910000053396978,0
18.010000053695116,0
18.110000053993257,0
18.2100000542914,0
18.310000054589537,0
18.41000005488768,0
18.51000005518582,0
18.61000005548396,0
18.7100000557821,0
18.81000005608024,1
18.910000056378383,0
19.010000056676525,0
19.110000056974663,0
19.2100000572728,1
19.310000057570946,0
19.410000057869084,1
19.510000058167225,0
19.610000058465364,0
19.71000005876351,0
19.810000059061647,0
19.91000005935979,0
20.010000059657926,0
20.11000005995607,0
20.21000006025421,0
20.310000060552348,0
20.41000006085049,0
20.51000006114863,0
20.610000061446772,0
20.71000006174491,0
20.810000062043052,0
20.910000062341194,0
21.010000062639335,0
21.110000062937473,0
21.210000063235615,0
21.310000063533757,0
21.410000063831895,0
21.510000064130036,0
21.610000064428174,0
21.71000006472632,0
21.810000065024457,0
21.9100000653226,0
22.01000006562074,0
22.110000065918882,1
22.21000006621702,1
22.310000066515162,0
22.410000066813303,0
22.51000006711144,0
22.610000067409583,0
22.71000006770772,0
22.810000068005866,0
22.910000068304004,0
23.010000068602146,0
23.110000068900284,0
23.21000006919843,0
23.310000069496567,0
23.41000006979471,0
23.510000070092847,0
23.61000007039099,0
